;--- Eb
;; Eab~-u_1
EbdAlHkm        EabodAlHakam    Nprop   Abdel Hakam
;; EabodAlHakiym_1
EbdAlHkym       EabodAlHakiym   Nprop   Abdel Hakeem
;; EabodAlHaliym_1
EbdAlHlym       EabodAlHaliym   Nprop   Abdel Haleem
;; EabodAlHamiyd_1
EbdAlHmyd       EabodAlHamiyd   Nprop   Abdel Hameed
;; EabodAlHay~_1
EbdAlHy EabodAlHay~     Nprop   Abdel Hay
;; EabodAlxAliq_1
EbdAlxAlq       EabodAlxAliq    Nprop   Abdel Khaliq
;; EabodAldA}im_1
EbdAldA}m       EabodAldA}im    Nprop   Abdel Daim
;; EabodAldAr_1
EbdAldAr        EabodAldAr      Nprop   Abdel Dar
;; EabodAldAfiE_1
EbdAldAfE       EabodAldAfiE    Nprop   Abdel Dafi
;; EabodAldAyim_1
EbdAldAym       EabodAldAyim    Nprop   Abdel Dayim
;; EabodAlra&uwf_1
EbdAlr&wf       EabodAlra&uwf   Nprop   Abdel Raouf
;; EabodAlrAziq_1
EbdAlrAzq       EabodAlrAziq    Nprop   Abdel Raziq
;; EabodAlrADiy_1
EbdAlrADy       EabodAlrADiy    Nprop   Abdel Radi
;; EabodAlrAfiE_1
EbdAlrAfE       EabodAlrAfiE    Nprop   Abdel Rafi
;; EabodAlrab~_1
EbdAlrb EabodAlrab~     Nprop   Abdel Rabb
;; EabodAlraHomAn_1
EbdAlrHmAn      EabodAlraHomAn  Nprop   Abdel Rahman
;; EabodAlraHomAniy_1
EbdAlrHmAny     EabodAlraHomAniy        Nprop   Abdel Rahmani
;; EabodAlraHoman_1
EbdAlrHmn       EabodAlraHoman  Nprop   Abdel Rahman
;; EabodAlraHiym_1
EbdAlrHym       EabodAlraHiym   Nprop   Abdel Raheem
;; EabodAlraz~Aq_1
EbdAlrzAq       EabodAlraz~Aq   Nprop   Abdel Razzaq
;; EabodAlrasuwl_1
EbdAlrswl       EabodAlrasuwl   Nprop   Abdel Rasoul
;; EabodAlra$iyd_1
EbdAlr$yd       EabodAlra$iyd   Nprop   Abdel Rasheed
;; EabodAlriDA_1
EbdAlrDA        EabodAlriDA     Nprop   Abdel Rida
;; EabodAlriDaY_1
EbdAlrDY        EabodAlriDaY    Nprop   Abdel Rida
;; EabodAlraqiyb_1
EbdAlrqyb       EabodAlraqiyb   Nprop   Abdel Raqeeb
;; EabodAlzahorap_1
EbdAlzhrp       EabodAlzahorap  Nprop   Abdel Zahra
;; EabodAlsAtir_1
EbdAlsAtr       EabodAlsAtir    Nprop   Abdel Satir
;; EabodAlsat~Ar_1
EbdAlstAr       EabodAlsat~Ar   Nprop   Abdel Sattar
;; EabodAlsalAm_1
EbdAlslAm       EabodAlsalAm    Nprop   Abdel Salam
;; EabodAlsamiyE_1
EbdAlsmyE       EabodAlsamiyE   Nprop   Abdel Samee
;; EabodAlsay~id_1
EbdAlsyd        EabodAlsay~id   Nprop   Abdel Sayyid
;; EabodAl$Afiy_1
EbdAl$Afy       EabodAl$Afiy    Nprop   Abdel Shafi
;; EabodAl$afiyE_1
EbdAl$fyE       EabodAl$afiyE   Nprop   Abdel Shafee
;; EabodAl$akuwr_1
EbdAl$kwr       EabodAl$akuwr   Nprop   Abdel Shakour
;; EabodAlSAHib_1
EbdAlSAHb       EabodAlSAHib    Nprop   Abdel Sahib
;; EabodAlSAdiq_1
EbdAlSAdq       EabodAlSAdiq    Nprop   Abdel Sadiq
;; EabodAlSabuwr_1
EbdAlSbwr       EabodAlSabuwr   Nprop   Abdel Sabour
;; EabodAlSamad_1
EbdAlSmd        EabodAlSamad    Nprop   Abdel Samad
;; EabodAlZAhir_1
EbdAlZAhr       EabodAlZAhir    Nprop   Abdel Zahir
;; EabodAlEATiy_1
EbdAlEATy       EabodAlEATiy    Nprop   Abdel Aati
;; EabodAlEAl_1
EbdAlEAl        EabodAlEAl      Nprop   Abdel Aal
;; EabodAlEAlim_1
EbdAlEAlm       EabodAlEAlim    Nprop   Abdel Alim
;; EabodAlEab~As_1
EbdAlEbAs       EabodAlEab~As   Nprop   Abdel Abbas
;; EabodAlEiz~_1
EbdAlEz EabodAlEiz~     Nprop   Abdel Izz
;; EabodAlEaziyz_1
EbdAlEzyz       EabodAlEaziyz   Nprop   Abdel Aziz
;; EabodAlEZiym_1
EbdAlEZym       EabodAlEZiym    Nprop   Abdel Azeem
;; EabodAlEliy~_1
EbdAlEly        EabodAlEliy~    Nprop   Abdel Ali
;; EabodAlEliym_1
EbdAlElym       EabodAlEliym    Nprop   Abdel Aleem
;; EabodAlgaf~Ar_1
EbdAlgfAr       EabodAlgaf~Ar   Nprop   Abdel Ghaffar
;; EabodAlgafuwr_1
EbdAlgfwr       EabodAlgafuwr   Nprop   Abdel Ghafour
;; EabodAlganiy~_1
EbdAlgny        EabodAlganiy~   Nprop   Abdel Ghani
;; EabodAlfADil_1
EbdAlfADl       EabodAlfADil    Nprop   Abdel Fadil
;; EabodAlfat~AH_1
EbdAlftAH       EabodAlfat~AH   Nprop   Abdel Fattah
;; EabodAlfaDiyl_1
EbdAlfDyl       EabodAlfaDiyl   Nprop   Abdel Fadeel
;; EabodAlfahiym_1
EbdAlfhym       EabodAlfahiym   Nprop   Abdel Faheem
;; EabodAlqAdir_1
EbdAlqAdr       EabodAlqAdir    Nprop   Abdel Qadir
;; EabodAlqAsim_1
EbdAlqAsm       EabodAlqAsim    Nprop   Abdel Qasim
;; EabodAlqAhir_1
EbdAlqAhr       EabodAlqAhir    Nprop   Abdel Qahir
;; EabodAlqud~uws_1
EbdAlqdws       EabodAlqud~uws  Nprop   Abdel Quddous
;; EabodAlqadiyr_1
EbdAlqdyr       EabodAlqadiyr   Nprop   Abdel Qadeer
;; EabodAlqawiy~_1
EbdAlqwy        EabodAlqawiy~   Nprop   Abdel Qawi
;; EabodAlqayos_1
EbdAlqys        EabodAlqayos    Nprop   Abdel Qays
;; EabodAlqay~uwm_1
EbdAlqywm       EabodAlqay~uwm  Nprop   Abdel Qayyoum
;; EabodAlkAfiy_1
EbdAlkAfy       EabodAlkAfiy    Nprop   Abdel Kafi
;; EabodAlkabiyr_1
EbdAlkbyr       EabodAlkabiyr   Nprop   Abdel Kabeer
;; EabodAlkariym_1
EbdAlkrym       EabodAlkariym   Nprop   Abdel Kareem
;; EabodAllAwiy_1
EbdAllAwy       EabodAllAwiy    Nprop   Abdallawi
;; EabodAllaTiyf_1
EbdAllTyf       EabodAllaTiyf   Nprop   Abdel Lateef
;; EabodAllaTiyfiy~_1
EbdAllTyfy      EabodAllaTiyfiy~        Nprop   Abdel Lateefi
;; EabodAll~`h_1
EbdAllh EabodAll~`h     N0      Abdallah
;; EabodAlma>omuwn_1
EbdAlm>mwn      EabodAlma>omuwn Nprop   Abdel Ma'moun
;; EabodAlmu&omin_1
EbdAlm&mn       EabodAlmu&omin  Nprop   Abdel Mu'min
;; EabodAlmAjid_1
EbdAlmAjd       EabodAlmAjid    Nprop   Abdel Majid
;; EabodAlmAlik_1
EbdAlmAlk       EabodAlmAlik    Nprop   Abdel Malik
;; EabodAlmutaEAliy_1
EbdAlmtEAly     EabodAlmutaEAliy        Nprop   Abdel Mutaali
;; EabodAlmajiyd_1
EbdAlmjyd       EabodAlmajiyd   Nprop   Abdel Majeed;Abdel Meguid
;; EabodAlmuHosin_1
EbdAlmHsn       EabodAlmuHosin  Nprop   Abdel Muhsin
;; EabodAlmaHomuwd_1
EbdAlmHmwd      EabodAlmaHomuwd Nprop   Abdel Mahmoud
;; EabodAlmasiyH_1
EbdAlmsyH       EabodAlmasiyH   Nprop   Abdel Maseeh
;; EabodAlmuT~alib_1
EbdAlmTlb       EabodAlmuT~alib Nprop   Abdel Muttalib
;; EabodAlmuEoTiy_1
EbdAlmETy       EabodAlmuEoTiy  Nprop   Abdel Mu'ti
;; EabodAlmuEiyn_1
EbdAlmEyn       EabodAlmuEiyn   Nprop   Abdel Mueen
;; EabodAlmugiyv_1
EbdAlmgyv       EabodAlmugiyv   Nprop   Abdel Mugheeth
;; EabodAlmaqoSuwd_1
EbdAlmqSwd      EabodAlmaqoSuwd Nprop   Abdel Maqsoud
;; EabodAlmalAk_1
EbdAlmlAk       EabodAlmalAk    Nprop   Abdel Malak
;; EabodAlmalik_1
EbdAlmlk        EabodAlmalik    Nprop   Abdel Malik
;; EabodAlman~An_1
EbdAlmnAn       EabodAlman~An   Nprop   Abdel Mannan
;; EabodAlmunoSif_1
EbdAlmnSf       EabodAlmunoSif  Nprop   Abdel Munsif
;; EabodAlmunoEim_1
EbdAlmnEm       EabodAlmunoEim  Nprop   Abdel Munim
;; EabodAlmaniyn_1
EbdAlmnyn       EabodAlmaniyn   Nprop   Abdel Maneen
;; EabodAlmahodiy_1
EbdAlmhdy       EabodAlmahodiy  Nprop   Abdel Mahdi
;; EabodAlmuhayomin_1
EbdAlmhymn      EabodAlmuhayomin        Nprop   Abdel Muhaymin
;; EabodAlmawojuwd_1
EbdAlmwjwd      EabodAlmawojuwd Nprop   Abdel Mawjoud
;; EabodAlmawolaY_1
EbdAlmwlY       EabodAlmawolaY  Nprop   Abdel Mawla
;; EabodAlmuwal~iy_1
EbdAlmwly       EabodAlmuwal~iy Nprop   Abdel Muwalli
;; EabodAlnASir_1
EbdAlnASr       EabodAlnASir    Nprop   Abdel Nasser
;; EabodAlnAfiE_1
EbdAlnAfE       EabodAlnAfiE    Nprop   Abdel Nafee
;; EabodAlnabiy~_1
EbdAlnby        EabodAlnabiy~   Nprop   Abdel Nabi
;; EabodAlnaEiym_1
EbdAlnEym       EabodAlnaEiym   Nprop   Abdel Naeem
;; EabodAlnuwr_1
EbdAlnwr        EabodAlnuwr     Nprop   Abdel Nour
;; EabodAlhAdiy_1
EbdAlhAdy       EabodAlhAdiy    Nprop   Abdel Hadi
;; EabodAlhA$im_1
EbdAlhA$m       EabodAlhA$im    Nprop   Abdel Hashim
;; EabodAlwAHid_1
EbdAlwAHd       EabodAlwAHid    Nprop   Abdel Wahid
;; EabodAlwAriv_1
EbdAlwArv       EabodAlwAriv    Nprop   Abdel Warith
;; EabodAlwAsiE_1
EbdAlwAsE       EabodAlwAsiE    Nprop   Abdel Wasee
;; EabodAlwAliy_1
EbdAlwAly       EabodAlwAliy    Nprop   Abdel Wali
;; EabodAlwaHiyd_1
EbdAlwHyd       EabodAlwaHiyd   Nprop   Abdel Waheed
;; EabodAlwaduwd_1
EbdAlwdwd       EabodAlwaduwd   Nprop   Abdel Wadoud
;; EabodAlwakiyl_1
EbdAlwkyl       EabodAlwakiyl   Nprop   Abdel Wakeel
;; EabodAlwaliy~_1
EbdAlwly        EabodAlwaliy~   Nprop   Abdel Wali
;; EabodAlwaliyd_1
EbdAlwlyd       EabodAlwaliyd   Nprop   Abdel Waleed
;; EabodAlwah~Ab_1
EbdAlwhAb       EabodAlwah~Ab   Nprop   Abdel Wahhab
; ------------
;; EabodalAwiy_1
EbdlAwy EabodalAwiy     N0      Abdallawi
;; Eabodaliy_1
Ebdly   Eabodaliy       N0      Abdali
;; Eaboduh_1
Ebdh    Eaboduh N0      Abdo;Abduh
;; Eabidorab~uh_1
Ebdrbh  Eabidorab~uh    N0      Abedrabboh;Abidrabbuh
;; Eubayod_1
Ebyd    Eubayod Nprop   Obeid;Obaid;Ubeid;Ubaid
;; EubayodAllh_1
EbydAllh        EubayodAllh     Nprop   Obeidullah;Obaidullah;Ubeidullah;Ubaidullah
;; Eubayodoliy~_1
Ebydly  Eubayodoliy~    N       Ubaidli
; ------------
;; Eabodiy~_1
Ebdy    Eabodiy~        Nall    servile     <pos>Eabodiy~/ADJ</pos>
;; Eubayodap_1
Ebydp   Eubayodap       Nprop   Ubaida
;; EibAd_1
EbAd    EibAd   N       mankind
;; Eab~Ad_1
EbAd    Eab~Ad  N       sunflower
;; Eab~Ad_2
EbAd    Eab~Ad  N0      Abbad
;; Eab~Adiy~_1
EbAdy   Eab~Adiy~       N0      Abbadi
;; EibAdap_1
EbAd    EibAd   NapAt   worship;religious practice
;; Eubuwdap_1
Ebwd    Eubuwd  Nap     veneration;servitude
;; Eubuwdiy~_1
Ebwdy   Eubuwdiy~       Nap     veneration;servitude     <pos>Eubuwdiy~/NOUN</pos>
;; Eab~uwd_1
Ebwd    Eab~uwd N0      Abboud
;; Eab~uwdiy~_1
Ebwdy   Eab~uwdiy~      N0      Abboudi
;; maEobad_1
mEbd    maEobad Ndu     house of worship
;; maEAbid_1
mEAbd   maEAbid Ndip    houses of worship
;; taEobiyd_1
tEbyd   taEobiyd        N/At    asphalting;enslavement
;; taEab~ud_1
tEbd    taEab~ud        N/At    worship;devoutness
;; {isotiEobAd_1
<stEbAd {isotiEobAd     N/At    slavery;enslaving
AstEbAd {isotiEobAd     N/At    slavery;enslaving
;; EAbid_1
EAbd    EAbid   Nall    worshipping;God-fearing
EbAd    Eub~Ad  N       worshipping;God-fearing
;; EAbid_2
EAbd    EAbid   N0      Abid
;; maEobuwd_1
mEbwd   maEobuwd        Nall    worshipped
;; muEab~ad_1
mEbd    muEab~ad        N-ap    asphalted;paved
;; mutaEab~id_1
mtEbd   mutaEab~id      Nall    pious;worshipper
;; musotaEobad_1
mstEbd  musotaEobad     Nall    enslaved
;
;; EabAdAn_1
EbAdAn  EabAdAn N0      Abadan
;; yaEobud_1
yEbd    yaEobud Nprop   Yabud
;
;--- Ebr
;; Eabora_1
Ebr     Eabora  FW-Wa   across;over;via;be means of        <pos>Eabora/PREP</pos>
Ebr     Eabora  FW-Wa-a across;over;via;be means of        <pos>Eabora/PREP</pos>
;; Eabar-u_1
Ebr     Eabar   PV      cross;traverse
Ebr     Eobur   IV      cross;traverse
;; Eab~ar_1
Ebr     Eab~ar  PV      express
Ebr     Eab~ir  IV_yu   express
;; {iEotabar_1
<Etbr   {iEotabar       PV      consider;regard
AEtbr   {iEotabar       PV      consider;regard
Etbr    Eotabir IV      consider;regard
<Etbr   {uEotubir       PV_Pass be considered;be regarded
AEtbr   {uEotubir       PV_Pass be considered;be regarded
Etbr    Eotabar IV_Pass_yu      be considered;be regarded
;; {isotaEobar_1
<stEbr  {isotaEobar     PV      weep
AstEbr  {isotaEobar     PV      weep
stEbr   sotaEobir       IV      weep
;; Eabor_1
Ebr     Eabor   N       crossing
;; Eubuwr_1
Ebwr    Eubuwr  N       crossing
;; Eabiyr_1
Ebyr    Eabiyr  Nprop   Abeer;Abir
;; Eabiyr_2
Ebyr    Eabiyr  N       fragrance
;; Eaborap_1
Ebr     Eabor   Napdu   tear
Ebr     Eabar   NAt     tears
;; Eiborap_1
Ebr     Eibor   Napdu   admonition;lesson
Ebr     Eibar   N       admonitions;lessons
;; Eiboriy~_1
Ebry    Eiboriy~        Nall    Hebrew     <pos>Eiboriy~/NOUN</pos>
Ebry    Eiboriy~        Nall    Hebrew     <pos>Eiboriy~/ADJ</pos>
;; EibArap_1
EbAr    EibAr   NapAt   expression
;; EiborAniy~_1
EbrAny  EiborAniy~      Nall    Hebrew     <pos>EiborAniy~/NOUN</pos>
EbrAny  EiborAniy~      Nall    Hebrew     <pos>EiborAniy~/ADJ</pos>
;; Eab~Ar_1
EbAr    Eab~Ar  N0      Abbar
;; maEobar_1
mEbr    maEobar Ndu     crossing point;juncture
mEAbr   maEAbir Ndip    crossing points;junctures
;; miEobarap_1
mEbr    miEobar Napdu   ferry boat
;; taEobiyr_1
tEbyr   taEobiyr        N/At    expression
tEAbyr  taEAbiyr        Ndip    expressions
;; taEobiyriy~_1
tEbyry  taEobiyriy~     N-ap    expressive;expressionist     <pos>taEobiyriy~/ADJ</pos>
;; {iEotibAr_1
<EtbAr  {iEotibAr       NduAt   consideration;regard
AEtbAr  {iEotibAr       NduAt   consideration;regard
;; {iEotibAriy~_1
<EtbAry {iEotibAriy~    Nall    consideration;regard     <pos>{iEotibAriy~/ADJ</pos>
AEtbAry {iEotibAriy~    Nall    consideration;regard     <pos>{iEotibAriy~/ADJ</pos>
;; EAbir_1
EAbr    EAbir   Nall    passing by;traversing     <pos>EAbir/ADJ</pos>
;; EAbir_2
EAbr    EAbir   N-ap    fleeting;transient     <pos>EAbir/ADJ</pos>
;; EAbiriy~ap_1
EAbry   EAbiriy~        Nap     fleetingness;transience     <pos>EAbiriy~/NOUN</pos>
;; muEab~ir_1
mEbr    muEab~ir        Nall    expressing     <pos>muEab~ir/ADJ</pos>
;; muEab~ar_1
mEbr    muEab~ar        N-ap    expressed     <pos>muEab~ar/ADJ</pos>
;; muEotabir_1
mEtbr   muEotabir       NF      considering;regarding     <pos>muEotabir/ADV</pos>
;; muEotabar_1
mEtbr   muEotabar       N-ap    considered;regarded;considerable     <pos>muEotabar/ADJ</pos>
;
;--- Ebrn
;; Eaboran_1
Ebrn    Eaboran PV-n    Hebraize
Ebrn    Eaborin IV-n_yu Hebraize
;; Eaboranap_1
Ebrn    Eaboran Nap     Hebraization
;
;--- Ebs
;; Eabas-i_1
Ebs     Eabas   PV      frown;scowl
Ebs     Eobis   IV      frown;scowl
;; Eab~as_1
Ebs     Eab~as  PV      frown;scowl
Ebs     Eab~is  IV_yu   frown;scowl
;; Eabos_1
Ebs     Eabos   N       frowning;scowling
;; Eubuws_1
Ebws    Eubuws  N       frowning;sternness
;; Eubuwsap_1
Ebws    Eubuws  NapAt   frown;scowl
;; Eab~As_1
EbAs    Eab~As  N0      Abbas
;; Eab~Asiy~_1
EbAsy   Eab~Asiy~       N0      Abbasi
;; Eab~Asiy~_2
EbAsy   Eab~Asiy~       Nall    Abbasid     <pos>Eab~Asiy~/NOUN</pos>
EbAsy   Eab~Asiy~       Nall    Abbasid     <pos>Eab~Asiy~/ADJ</pos>
;; taEobiys_1
tEbys   taEobiys        N/At    frown
;; EAbis_1
EAbs    EAbis   Nall    frowning;stern;austere     <pos>EAbis/ADJ</pos>
;
;--- EbT
;; EabaT-i_1
EbT     EabaT   PV      die prematurely
EbT     EobiT   IV      die prematurely
;; {iEotabaT_1
<EtbT   {iEotabaT       PV      die prematurely
AEtbT   {iEotabaT       PV      die prematurely
EtbT    EotabiT IV      die prematurely
;; EaboT_1
EbT     EaboT   N       dying prematurely
;; EaboTap_1
EbT     EaboT   Nap     premature death
;; EabiyT_1
EbyT    EabiyT  N/ap    fool     <pos>EabiyT/ADJ</pos>
EbTA'   EubaTA' N0_Nh   fools
EbTA&   EubaTA& Nh      fools
EbTA}   EubaTA} Nhy     fools
;; EabiyT_2
EbyT    EabiyT  N/ap    prematurely dead;fresh     <pos>EabiyT/ADJ</pos>
EbAT    EibAT   N       prematurely dead;fresh
EbT     EubuT   N       prematurely dead;fresh
;; {iEotibAT_1
<EtbAT  {iEotibAT       N/At    premature death
AEtbAT  {iEotibAT       N/At    premature death
;; {iEotibATAF_1
<EtbAT  {iEotibAT       NF      arbitrarily;fortuitously;unjustly     <pos>{iEotibAT/ADV</pos>
AEtbAT  {iEotibAT       NF      arbitrarily;fortuitously;unjustly     <pos>{iEotibAT/ADV</pos>
;; {iEotibATiy~_1
<EtbATy {iEotibATiy~    Nall    arbitrary;fortuitous;inquisitorial     <pos>{iEotibATiy~/ADJ</pos>
AEtbATy {iEotibATiy~    Nall    arbitrary;fortuitous;inquisitorial     <pos>{iEotibATiy~/ADJ</pos>
;; {iEotibATiy~AF_1
<EtbATy {iEotibATiy~    NF      arbitrarily;fortuitously;unjustly     <pos>{iEotibATiy~/ADV</pos>
AEtbATy {iEotibATiy~    NF      arbitrarily;fortuitously;unjustly     <pos>{iEotibATiy~/ADV</pos>
;; {iEotibATiy~ap_1
<EtbATy {iEotibATiy~    Nap     arbitrariness     <pos>{iEotibATiy~/NOUN</pos>
AEtbATy {iEotibATiy~    Nap     arbitrariness     <pos>{iEotibATiy~/NOUN</pos>
;
;--- Ebq
;; Eabiq-a_1
Ebq     Eabiq   PV_intr be fragrant
Ebq     Eobaq   IV_intr be fragrant
;; Eabaq_1
Ebq     Eabaq   N       perfume;fragrance
;; Eabiq_1
Ebq     Eabiq   N-ap    fragrant     <pos>Eabiq/ADJ</pos>
;; Eaboqap_1
Ebq     Eaboq   Nap     chest pressure
;; EAbiq_1
EAbq    EAbiq   Nall    fragrant     <pos>EAbiq/ADJ</pos>
;
;--- Ebqr
;; Eaboqar_1
Ebqr    Eaboqar N       fairyland;wonderland
;; Eaboqariy~_1
Ebqry   Eaboqariy~      Nall    genius     <pos>Eaboqariy~/ADJ</pos>
EbAqr   EabAqir Nap     geniuses
;; Eaboqariy~ap_1
Ebqry   Eaboqariy~      Nap     ingenuity;genius     <pos>Eaboqariy~/NOUN</pos>
;
;--- Ebk
;; Eabak_1
Ebk     Eabak   N       camlet
;
;--- Ebl
;; >aEobal-i_1
>Ebl    >aEobal PV      gain weigh;shed leaves
AEbl    >aEobal PV      gain weigh;shed leaves
Ebl     Eobil   IV_yu   gain weigh;shed leaves
;; Eabol_1
Ebl     Eabol   Ndu     plump;chubby
EbAl    EibAl   N       plump;chubby
;; EabAl_1
EbAl    EabAl   N       eglantine
;; EabAlap_1
EbAl    EabAl   Napdu   eglantine
;; >aEobal_1
>Ebl    >aEobal N       granite
AEbl    >aEobal N       granite
;; >aEobaliy~_1
>Ebly   >aEobaliy~      N-ap    granite     <pos>>aEobaliy~/ADJ</pos>
AEbly   >aEobaliy~      N-ap    granite     <pos>>aEobaliy~/ADJ</pos>
;; muEobil_1
mEbl    muEobil N-ap    deciduous     <pos>muEobil/ADJ</pos>
;
;--- Ebw
;; EabA-u_1
EbA     EabA    PV_0h   care about;be concerned about
Ebw     Eabaw   PV_Atn  care about;be concerned about
Eb      Eab     PV_ttAw care about;be concerned about
Ebw     Eobuw   IV_0hAnn        care about;be concerned about
Eb      Eob     IV_0hwnyn       care about;be concerned about
