;--- j
;; ju&oju&_1
AjbH    >ajobuH N       beehives
jbAH    jibAH   N       beehives
>jbAH   >ajobAH N       beehives
AjbAH   >ajobAH N       beehives
;
;; jaboxAnap_1
jbxAn   jaboxAn NapAt   powder magazine;ammunition
;
;; jaba*-i_1
jb*     jaba*   PV      pull
jb*     jobi*   IV      pull
;
;; jabar-u_1
jbr     jabar   PV      bandage;restore
jbr     jobur   IV      bandage;restore
;; jab~ar_1
jbr     jab~ar  PV      strengthen;set
jbr     jab~ir  IV_yu   strengthen;set
;; jAbar_1
jAbr    jAbar   PV      treat kindly
jAbr    jAbir   IV_yu   treat kindly
;; >ajobar_1
>jbr    >ajobar PV      force;compel
Ajbr    >ajobar PV      force;compel
jbr     jobir   IV_yu   force;compel
jbr     jobar   IV_Pass_yu      be forced;be compelled
;; tajab~ar_1
tjbr    tajab~ar        PV      act arrogantly;show strength
tjbr    tajab~ar        IV      act arrogantly;show strength
;; {inojabar_1
<njbr   {inojabar       PV_intr be mended;be restored
Anjbr   {inojabar       PV_intr be mended;be restored
njbr    nojabir IV_intr be mended;be restored
;; jabor_1
jbr     jabor   N       coercion
;; jabor_2
jbr     jabor   N       algebra
;; jabor_3
jbr     jabor   N       bone setting
;; jaborAF_1
jbr     jabor   NF      forcibly     <pos>jabor/ADV</pos>
;; jaboriy~_1
jbry    jaboriy~        Nall    compulsory;forced     <pos>jaboriy~/ADJ</pos>
;; jaboriy~_2
jbry    jaboriy~        Nall    algebraic     <pos>jaboriy~/ADJ</pos>
;; jabariy~ap_1
jbry    jabariy~        Nap     fatalism     <pos>jabariy~/NOUN</pos>
;; jubayor_1
jbyr    jubayor N0      Jubayr
;; jab~Ar_1
jbAr    jab~Ar  N0      Jabbar
;; jab~Ar_2
jbAr    jab~Ar  Nall    gigantic;almighty
jbAbr   jabAbir Ndip    gigantic;almighty;tyrants
jbAbr   jabAbir Nap     gigantic;almighty;tyrants
;; jibArap_1
jbAr    jibAr   Nap     bone setting
;; jabiyrap_1
jbyr    jabiyr  Napdu   splint
jbA}r   jabA}ir Ndip    splints
;; jabaruwt_1
jbrwt   jabaruwt        N       omnipotence;might
;; <ijobAr_1
<jbAr   <ijobAr N/At    compulsion;coercion
AjbAr   <ijobAr N/At    compulsion;coercion
;; <ijobAriy~_1
<jbAry  <ijobAriy~      N-ap    compulsory;obligatory     <pos><ijobAriy~/ADJ</pos>
AjbAry  <ijobAriy~      N-ap    compulsory;obligatory     <pos><ijobAriy~/ADJ</pos>
;; jAbir_1
jAbr    jAbir   N0      Jabir
;; jAbir_2
jAbr    jAbir   Nall    bone setter
;; jAbiriy~_1
jAbry   jAbiriy~        N0      Jabiri
;; mujab~ir_1
mjbr    mujab~ir        Nall    bone setter
;; majobuwr_1
mjbwr   majobuwr        Nall    forced;compelled
;; mujobar_1
mjbr    mujobar Nall    forced;compelled
;; mutajab~ir_1
mtjbr   mutajab~ir      Nall    tyrant
;
;; juborAn_1
jbrAn   juborAn Nprop   Gibran;Jubran
;
;; jabora}iyl_1
jbr}yl  jabora}iyl      N0      Jibril;Gabriel
jbrA}yl jiborA}iyl      N0      Jibril;Gabriel
jbryl   jiboriyl        N0      Jibril;Gabriel
;
;; jab~as_1
jbs     jab~as  PV      plaster;put in a cast
jbs     jab~is  IV_yu   plaster;put in a cast
;; jibos_1
jbs     jibos   N       gypsum;plaster of Paris
;; jab~Asap_1
jbAs    jab~As  Nap     gypsum quarry;plaster kiln
;
;; jabal-ui_1
jbl     jabal   PV      mold;knead;create
jbl     jobul   IV      mold;knead;create
jbl     jobil   IV      mold;knead;create
;; jibolap_1
jbl     jibol   NapAt   disposition;temper
;; jibil~ap_1
jbl     jibil~  NapAt   disposition;temper
;; jabal_1
jbl     jabal   Ndu     mountain
jbAl    jibAl   N       mountains
>jbAl   >ajobAl N       mountains
AjbAl   >ajobAl N       mountains
;; jabal_2
jbl     jabal   N0      Jabal
;; jubayol_1
jbyl    jubayol Ndip    Jubayl
;; jabaliy~_1
jbly    jabaliy~        N/ap    mountainous     <pos>jabaliy~/ADJ</pos>
;; jabaliy~_2
jbly    jabaliy~        Nall    mountaineer;highlander     <pos>jabaliy~/ADJ</pos>
;
; AFP Corpus: Syrian soccer team
;; jabolap_1
jblp    jabolap N0      Jableh
;
;; jabalAwiy~_1
jblAwy  jabalAwiy~      N       mountaineer
;; jabalAwiy~_2
jblAwy  jabalAwiy~      Ndip    Gabalawi
;; jabalAyap_1
jblAy   jabalAy NapAt   grotto;cave
;
;; jabun-u_1
jbn     jabun   PV-n_intr       be a coward;be fearful
jbn     jobun   IV-n_intr       be a coward;be fearful
;; jab~an_1
jbn     jab~an  PV-n    make curdle;call a coward
jbn     jab~in  IV-n_yu make curdle;call a coward
;; tajab~an_1
tjbn    tajab~an        PV-n    curdle
tjbn    tajab~an        IV-n    curdle
;; jubon_1
jbn     jubon   N       cowardice
;; jabAnap_1
jbAn    jabAn   Nap     cowardice
;; jubon_2
jbn     jubon   N       cheese
jbwn    jubuwn  N       cheese
jbn     jubon   Nap     cheese
;; jabAn_1
jbAn    jabAn   Ndu     coward
jbnA'   jubanA' N0_Nh   cowards
jbnA&   jubanA& Nh      cowards
jbnA}   jubanA} Nhy     cowards
;; jab~An_1
jbAn    jab~An  N       cheese merchant
;; jabiyn_1
jbyn    jabiyn  N       forehead;brow
;; jubun_1
jbn     jubun   N       fronts
>jbn    >ajobin Nap     fronts
Ajbn    >ajobin Nap     fronts
>jbn    >ajobun N       fronts
Ajbn    >ajobun N       fronts
;; jabiyniy~_1
jbyny   jabiyniy~       Nall    frontal     <pos>jabiyniy~/ADJ</pos>
;; >ajoban_1
>jbn    >ajoban Nel     more/most cowardly
Ajbn    >ajoban Nel     more/most cowardly
;; jab~Anap_1
jbAn    jab~An  Napdu   cemetery
;; majobanap_1
mjbn    majoban Napdu   cheese dairy
;; tajobiyn_1
tjbyn   tajobiyn        NduAt   cheese making
;
;; jabah-a_1
jbh     jabah   PV      confront;face
jbh     jobah   IV      confront;face
;; jAbah_1
jAbh    jAbah   PV      confront;defy
jAbh    jAbih   IV_yu   confront;defy
;; tajAbah_1
tjAbh   tajAbah PV      confront
tjAbh   tajAbah IV      confront
;; jabohap_1
jbh     jaboh   Napdu   front;front line
jbh     jabah   NAt     fronts;front lines
jbAh    jibAh   N       fronts;front lines
;; tajobiyh_1
tjbyh   tajobiyh        NduAt   resistance;opposition
;; mujAbahap_1
mjAbh   mujAbah NapAt   confrontation;opposition
;
;; jabaY-i_1
jbY     jabaY   PV_0    collect;levy
jbA     jabA    PV_h    collect;levy
jby     jabay   PV_Atn  collect;levy
jb      jab     PV_ttAw collect;levy
jby     jobiy   IV_0hAnn        collect;levy
jb      job     IV_0hwnyn       collect;levy
jbY     jobaY   IV_0_Pass_yu    be collected;be levied
;; jab~aY_1
jbY     jab~aY  PV_0    kneel;prostrate
jbA     jab~A   PV_h    kneel;prostrate
jby     jab~ay  PV_Atn  kneel;prostrate
jb      jab~    PV_ttAw kneel;prostrate
jby     jab~iy  IV_0hAnn_yu     kneel;prostrate
jb      jab~    IV_0hwnyn_yu    kneel;prostrate
;; {ijotabaY_1
<jtbY   {ijotabaY       PV_0    choose;elect
AjtbY   {ijotabaY       PV_0    choose;elect
<jtbA   {ijotabA        PV_h    choose;elect
AjtbA   {ijotabA        PV_h    choose;elect
<jtby   {ijotabay       PV_Atn  choose;elect
Ajtby   {ijotabay       PV_Atn  choose;elect
<jtb    {ijotab PV_ttAw choose;elect
Ajtb    {ijotab PV_ttAw choose;elect
jtby    jotabiy IV_0hAnn        choose;elect
jtb     jotab   IV_0hwnyn       choose;elect
jtbY    jotabaY IV_0_Pass_yu    be chosen;be elected
;; jibAyap_1
jbAy    jibAy   Nap     collecting;levying
;; jibAyap_2
jbAy    jibAy   NapAt   tax;duty
;; jibA}iy~_1
jbA}y   jibA}iy~        Nall    fiscal;tax     <pos>jibA}iy~/ADJ</pos>
;; majobaY_1
mjbY    majobaY N0      tax
mjbA    majobA  Nhy     tax
mjby    majobay NAn_Nayn        tax
mjAby   majAbiy N0_Nh   taxes
mjAb    majAb   NK      taxes
;; jAbiy_1
jAby    jAbiy   N0F     tax collector;collector
jAb     jAb     NK      tax collector;collector
jAby    jAbiy   NAn_Nayn        tax collector;collector
jAb     jAb     Nuwn_Niyn       tax collector;collector
jAby    jAbiy   NapAt   tax collector;collector
jbA     jubA    Nap     tax collectors;collectors
;; jAbiyap_1
jAby    jAbiy   Napdu   pool;basin
jwAby   jawAbiy N0_Nh   pools;basins
jwAb    jawAb   NK      pools;basins
;
;; jit_1
jt      jit     Nprop   Jet
;
;; jatA_1
jtA     jatA    N0      cosine
;
;; jitAyap_1
jtAy    jitAy   NapAt   head-scarf
;
;; jav~-u_1
jv      jav~    PV_V    tear out;uproot
jvv     javav   PV_C    tear out;uproot
jv      juv~    IV_V    tear out;uproot
jvv     jovuv   IV_C    tear out;uproot
;; {ijotav~_1
<jtv    {ijotav~        PV_V    tear out;uproot
Ajtv    {ijotav~        PV_V    tear out;uproot
<jtvv   {ijotavav       PV_C    tear out;uproot
Ajtvv   {ijotavav       PV_C    tear out;uproot
jtv     jotav~  IV_V    tear out;uproot
jtvv    jotaviv IV_C    tear out;uproot
;; juv~ap_1
jv      juv~    Napdu   corpse
jvv     juvav   N       corpses
>jvAv   >ajovAv N       corpses
AjvAv   >ajovAv N       corpses
;; {ijotivAv_1
<jtvAv  {ijotivAv       NduAt   uprooting;tearing out
AjtvAv  {ijotivAv       NduAt   uprooting;tearing out
;; mujotav~_1
mjtv    mujotav~        Nall    uprooted
;
;; javiyr_1
jvyr    javiyr  Nprop   Jathir
;
;; javol_1
jvl     javol   N       thick;dense
;
;; jivoliyq_1
jvlyq   jivoliyq        Ndu     catholicos;primate of the Armenian church
jvAlq   javAliq Nap     catholicos;primates of the Armenian church
jAvlyq  jAvaliyq        N       catholicos;primates of the Armenian church
;
;; javam-ui_1
jvm     javam   PV      beset;squat
jvm     jovum   IV      beset;squat
jvm     jovim   IV      beset;squat
;; javomap_1
jvm     javom   Nap     motionless
;; juvAm_1
jvAm    juvAm   N       nightmare
jAvwm   jAvuwm  N       nightmare
;; juvomAn_1
jvmAn   juvomAn NduAt   corpse;body
;; juvomAniy~_1
jvmAny  juvomAniy~      Nall    bodily;corporeal     <pos>juvomAniy~/ADJ</pos>
;; jAvim_1
jAvm    jAvim   Nall    squatting;prone
jvm     juv~am  N       squatting;prone
;
;; javA-u_1
jvA     javA    PV_0    kneel;genuflect
jv      jav     PV_ttAw kneel;genuflect
jvw     jovuw   IV_0hAnn        kneel;genuflect
jv      jov     IV_0hwnyn       kneel;genuflect
jvY     jovaY   IV_0_Pass_yu    be knelt;be genuflected
;; juvuw~_1
jvw     juvuw~  N       kneeling
;; juvowap_1
jvw     juvow   Nap     rock pile;sepulchral mound
;; majovaY_1
mjvY    majovaY N0      hassock
mjvA    majovA  Nhy     hassock
;; jAviy_1
jAvy    jAviy   N0F     kneeling
jAv     jAv     NK      kneeling
jAvy    jAviy   NAn_Nayn        kneeling
jAv     jAv     Nuwn_Niyn       kneeling
jAvy    jAviy   NapAt   kneeling
;; jAviy_2
jAvy    jAviy   N0      Hercules
;
;; jaHad-a_1
jHd     jaHad   PV      deny;disavow;reject
jHd     joHad   IV      deny;disavow;reject
;; jaHod_1
jHd     jaHod   N       denial;rejection
;; juHuwd_1
jHwd    juHuwd  N       denial;rejection
;; jAHid_1
jAHd    jAHid   Nall    denier;infidel
;
;; jaHar-a_1
jHr     jaHar   PV      hide
jHr     joHar   IV      hide
;; {inojaHar_1
<njHr   {inojaHar       PV      hide
AnjHr   {inojaHar       PV      hide
njHr    nojaHir IV      hide
;; {ijotaHar_1
<jtHr   {ijotaHar       PV      seek refuge
AjtHr   {ijotaHar       PV      seek refuge
jtHr    jotaHir IV      seek refuge
;; juHor_1
jHr     juHor   Ndu     hole;burrow
>jHAr   >ajoHAr N       holes;burrows
AjHAr   >ajoHAr N       holes;burrows
jHwr    juHuwr  N       holes;burrows
;
;; jaHo$_1
jH$     jaHo$   N/ap    young donkey
jHA$    jiHA$   N       young donkeys
jH$An   jiHo$An N       young donkeys
>jHA$   >ajoHA$ N       young donkeys
AjHA$   >ajoHA$ N       young donkeys
;; juHuw$_1
jHw$    juHuw$  N       horses
;
;; jaHaZ-a_1
jHZ     jaHaZ   PV      protrude;stare
jHZ     joHaZ   IV      protrude;stare
;; juHuwZ_1
jHwZ    juHuwZ  N       protrusion
;; jAHiZ_1
jAHZ    jAHiZ   N0      Jahiz
;
;; jaHaf-a_1
jHf     jaHaf   PV      peel off;side
jHf     joHaf   IV      peel off;side
;; jAHaf_1
jAHf    jAHaf   PV      follow;approach
jAHf    jAHif   IV_yu   follow;approach
;; >ajoHaf_1
>jHf    >ajoHaf PV      harm;ruin
AjHf    >ajoHaf PV      harm;ruin
jHf     joHif   IV_yu   harm;ruin
jHf     joHaf   IV_Pass_yu      be harmed;be ruined
;; <ijoHAf_1
<jHAf   <ijoHAf NduAt   injustice;prejudice
AjHAf   <ijoHAf NduAt   injustice;prejudice
;; mujoHif_1
mjHf    mujoHif Nall    unfair;biased
;
;--- jHfl
;; tajaHofal_1
tjHfl   tajaHofal       PV      mass;throng
tjHfl   tajaHofal       IV      mass;throng
;; jaHofal_1
jHfl    jaHofal Ndu     multitude;army
jHAfl   jaHAfil Ndip    multitudes;armies
;
;--- jHm
;; jaHiym_1
jHym    jaHiym  Ndu     hell
;; jaHiymiy~_1
jHymy   jaHiymiy~       Nall    hellish;infernal     <pos>jaHiymiy~/ADJ</pos>
;
;; juHA_1
jHA     juHA    Nprop   Juha
;
;; jax~-u_1
jx      jax~    PV_V    boast;dress up
jxx     jaxax   PV_C    boast;dress up
jx      jux~    IV_V    boast;dress up
jxx     joxux   IV_C    boast;dress up
;; jax~Ax_1
jxAx    jax~Ax  Nall    braggart
;
;; jaxaf-ui_1
jxf     jaxaf   PV      boast
jxf     joxuf   IV      boast
jxf     joxif   IV      boast
;
;; jad~-i_1
jd      jad~    PV_V_intr       be new;be serious
jdd     jadad   PV_C_intr       be new;be serious
jd      jid~    IV_V_intr       be new;be serious
jdd     jodid   IV_C_intr       be new;be serious
;; jad~ad_1
jdd     jad~ad  PV      renew;repeat
jdd     jad~id  IV_yu   renew;repeat
;; >ajad~_1
>jd     >ajad~  PV_V    renew;hurry
Ajd     >ajad~  PV_V    renew;hurry
>jdd    >ajodad PV_C    renew;hurry
Ajdd    >ajodad PV_C    renew;hurry
jd      jid~    IV_V_yu renew;hurry
jdd     jodid   IV_C_yu renew;hurry
;; tajad~ad_1
tjdd    tajad~ad        PV_intr be renewed;be repeated;be revived
tjdd    tajad~ad        IV_intr be renewed;be repeated;be revived
;; tajad~ud_1
tjdd    tajad~ud        NduAt   modernization;renewal;revival
;; {isotajad~_1
<stjd   {isotajad~      PV_V_intr       be new;consider as new
Astjd   {isotajad~      PV_V_intr       be new;consider as new
<stjdd  {isotajodad     PV_C_intr       be new;consider as new
Astjdd  {isotajodad     PV_C_intr       be new;consider as new
stjd    sotajid~        IV_V_intr       be new;consider as new
stjdd   sotajodid       IV_C_intr       be new;consider as new
;; jad~_1
jd      jad~    Ndu     grandfather
jd      jad~    NapAt   grandmother
jdwd    juduwd  N       ancestors;grandparents
>jdAd   >ajodAd N       ancestors;grandparents
AjdAd   >ajodAd N       ancestors;grandparents
;; jad~_2
jd      jad~    N       good luck
;; juduwd_1
jdwd    juduwd  N       good luck
;; jid~_1
jd      jid~    N       seriousness;earnestness
;; jid~AF_1
jdA     jid~AF  FW-Wa   very;much     <pos>jid~/ADV</pos>
;; jid~iy~_1
jdy     jid~iy~ Nall    serious;earnest     <pos>jid~iy~/ADJ</pos>
;; jid~iy~AF_1
jdy     jid~iy~ NF      seriously;in earnest     <pos>jid~iy~/ADV</pos>
;; jid~iy~ap_1
jdy     jid~iy~ Nap     seriousness;earnestness     <pos>jid~iy~/NOUN</pos>
;; jid~ap_1
jd      jid~    Nap     newness
;; jid~ap_2
jdp     jid~ap  N0      Jeddah
;; jadiyd_1
jdyd    jadiyd  N/ap    new;modern     <pos>jadiyd/ADJ</pos>
jdd     judud   N       new     <pos>judud/ADJ</pos>
;; >ajad~_2
>jd     >ajad~  Nel     newer;more serious
Ajd     >ajad~  Nel     newer;more serious
;; tajodiyd_1
tjdyd   tajodiyd        NduAt   renovation;renewal
;; jAd~_1
jAd     jAd~    Nall    earnest;serious     <pos>jAd~/ADJ</pos>
;; majoduwd_1
mjdwd   majoduwd        Nall    fortunate
;; mujad~id_1
mjdd    mujad~id        Nall    renovator;reformer
;; mujad~ad_1
mjdd    mujad~ad        Nall    renewed;renovated     <pos>mujad~ad/ADJ</pos>
;; mujad~adAF_1
mjdd    mujad~ad        NF      again;once more;anew     <pos>mujad~ad/ADV</pos>
;; mujid~_1
mjd     mujid~  Nall    painstaking;assiduous
;; mutajad~id_1
mtjdd   mutajad~id      Nall    modernized;renewed;revived
;; musotajid~_1
mstjd   musotajid~      Nall    recent;incipient
;
;; mujad~idiy_1
mjddy   mujad~idiy      N0      Mojaddedi;Mujaddedi
;
;; jadub-u_1
jdb     jadub   PV_intr be barren;be arid
jdb     jadab   PV_intr be barren;be arid
jdb     jodub   IV_intr be barren;be arid
;; >ajodab_1
>jdb    >ajodab PV_intr be barren;explode in the barrel
Ajdb    >ajodab PV_intr be barren;explode in the barrel
jdb     jodib   IV_intr_yu      be barren;explode in the barrel
;; juduwbap_1
jdwb    juduwb  Nap     barrenness;sterility
;; jadob_1
jdb     jadob   N       drought;sterility
;; jadiyb_1
jdyb    jadiyb  Nall    barren;sterile
;; >ajodab_2
>jdb    >ajodab Nel     barren;sterile
Ajdb    >ajodab Nel     barren;sterile
jdbA'   jadobA' N0_Nh   barren;sterile
jdbA&   jadobA& Nh      barren;sterile
jdbA}   jadobA} Nhy     barren;sterile
;; mujodib_1
mjdb    mujodib Nall    barren;sterile;unproductive
;
;; jadav_1
jdv     jadav   Ndu     grave;tomb
>jdAv   >ajodAv N       graves;tombs
AjdAv   >ajodAv N       graves;tombs
;
;; judojud_1
jdjd    judojud Ndu     cricket
jdAjd   jadAjid Ndip    crickets
;
;; jadaH-a_1
jdH     jadaH   PV      stir;mix
jdH     jodaH   IV      stir;mix
;
;; jadur-u_1
jdr     jadur   PV_intr be suitable;behoove
jdr     jodur   IV_intr be suitable;behoove
;; jadir-a_1
jdr     jadir   PV      have smallpox
jdr     jodar   IV      have smallpox
;; jad~ar_1
jdr     jad~ar  PV      have smallpox
jdr     jad~ir  IV_yu   have smallpox
;; >ajodar_1
>jdr    >ajodar PV      make worthy;become worthy
Ajdr    >ajodar PV      make worthy;become worthy
jdr     jodir   IV_yu   make worthy;become worthy
;; jadiyr_1
jdyr    jadiyr  Nall    worthy;appropriate
jdrA'   judarA' N0_Nh   worthy;appropriate
jdrA&   judarA& Nh      worthy;appropriate
jdrA}   judarA} Nhy     worthy;appropriate
;; jadiyr_2
jdyr    jadiyr  N0      Jadir
;; >ajodar_2
>jdr    >ajodar Nel     worthier;more suitable
Ajdr    >ajodar Nel     worthier;more suitable
;; jadArap_1
jdAr    jadAr   Nap     worthiness;aptitude;merit
;; jidAr_1
jdAr    jidAr   Ndu     wall
jdrAn   judorAn N       walls
;; jidAriy~_1
jdAry   jidAriy~        Nall    mural;wall     <pos>jidAriy~/ADJ</pos>
;; judariy~_1
jdry    judariy~        N-ap    smallpox     <pos>judariy~/ADJ</pos>
jdry    jadariy~        N-ap    smallpox     <pos>jadariy~/ADJ</pos>
;; majoduwr_1
mjdwr   majoduwr        Nall    having smallpox;pock-marked
;; mujad~ar_1
mjdr    mujad~ar        Nall    having smallpox;pock-marked
;; mujad~arap_1
mjdr    mujad~ar        Nap     mujaddara (cracked wheat cooked with lentils & browned candied onions)
;
;; jadaE-a_1
jdE     jadaE   PV      amputate
jdE     jodaE   IV      amputate
;; >ajodaE_1
>jdE    >ajodaE Nel     mutilated
AjdE    >ajodaE Nel     mutilated
;; jadaE_1
jdE     jadaE   Ndu     youth
jdEAn   jidoEAn N       youths
;; jadaE_2
jdE     jadaE   Ndu     strong;macho     <pos>jadaE/ADJ</pos>
jdEAn   jidoEAn N       strong;macho     <pos>jidoEAn/ADJ</pos>
;; jidoEuwn_1
jdEwn   jidoEuwn        N0      Gideon
;
;; jadaf-i_1
jdf     jadaf   PV      row
jdf     jodif   IV      row
;; jad~af_1
jdf     jad~af  PV      row;blaspheme;curse
jdf     jad~if  IV_yu   row;blaspheme;curse
;; tajodiyf_1
tjdyf   tajodiyf        NduAt   rowing;imprecation;blasphemy
;; mujad~if_1
mjdf    mujad~if        Nall    rower;blasphemer
;; mijodAf_1
mjdAf   mijodAf Ndu     oar
mjAdyf  majAdiyf        Ndip    oars
;
;; jadal-ui_1
jdl     jadal   PV      twist;braid
jdl     jodul   IV      twist;braid
jdl     jodil   IV      twist;braid
;; jadil-a_1
jdl     jadil   PV      broaden out;grow;be reinforced
jdl     jodal   IV      broaden out;grow;be reinforced
;; jad~al_1
jdl     jad~al  PV      braid
jdl     jad~il  IV_yu   braid
;; jAdal_1
jAdl    jAdal   PV      quarrel;debate
jAdl    jAdil   IV_yu   quarrel;debate
;; tajAdal_1
tjAdl   tajAdal PV      quarrel;debate
tjAdl   tajAdal IV      quarrel;debate
;; jadal_1
jdl     jadal   Ndu     controversy;quarrel;debate
;; jadaliy~_1
jdly    jadaliy~        Nall    controversial     <pos>jadaliy~/ADJ</pos>
;; jadaliy~ap_1
jdly    jadaliy~        Nap     dialectics     <pos>jadaliy~/NOUN</pos>
;; jad~Al_1
jdAl    jad~Al  Nall    disputatious
;; mijodAl_1
mjdAl   mijodAl Nall    disputatious;flagstone
;; jadiylap_1
jdyl    jadiyl  Napdu   braid;tress
jdA}l   jadA}il Ndip    braids;tresses
;; majAdiyl_1
mjAdyl  majAdiyl        Ndip    flagstone
;; jidAl_1
jdAl    jidAl   Ndu     debate;quarrel
;; mujAdalap_1
mjAdl   mujAdal NapAt   debate;quarrel
;; majoduwl_1
mjdwl   majoduwl        Nall    twisted;braided
;; mujAdil_1
mjAdl   mujAdil Nall    disputant;opponent
;
;; jadowal_1
jdwl    jadowal PV      schedule
jdwl    jadowil IV_yu   schedule
;; jadowalap_1
jdwl    jadowal Nap     scheduling
;; jadowal_2
jdwl    jadowal Ndu     schedule;chart
jdAwl   jadAwil Ndip    schedules;charts
;
;; jadA-u_1
jdA     jadA    PV_0h   bestow
jdw     jadaw   PV_Atn  bestow
jd      jad     PV_ttAw bestow
jdw     joduw   IV_0hAnn        bestow
jd      jod     IV_0hwnyn       bestow
jdY     jodaY   IV_0_Pass_yu    be bestown
jdy     joday   IV_Ann_Pass_yu  be bestown
;; >ajodaY_1
>jdY    >ajodaY PV_0    be useful
AjdY    >ajodaY PV_0    be useful
>jdA    >ajodA  PV_h    be useful
AjdA    >ajodA  PV_h    be useful
>jdy    >ajoday PV_Atn  be useful
Ajdy    >ajoday PV_Atn  be useful
>jd     >ajod   PV_ttAw_intr    be useful
Ajd     >ajod   PV_ttAw_intr    be useful
jdy     jodiy   IV_0hAnn_yu     be useful
jd      jod     IV_0hwnyn_yu    be useful
jdY     jodaY   IV_0_Pass_yu    be useful
jdy     joday   IV_Ann_Pass_yu  be useful
;; {isotajodaY_1
<stjdY  {isotajodaY     PV_0    implore;beg
AstjdY  {isotajodaY     PV_0    implore;beg
<stjdA  {isotajodA      PV_h    implore;beg
AstjdA  {isotajodA      PV_h    implore;beg
<stjdy  {isotajoday     PV_Atn  implore;beg
Astjdy  {isotajoday     PV_Atn  implore;beg
<stjd   {isotajod       PV_ttAw implore;beg
Astjd   {isotajod       PV_ttAw implore;beg
stjdy   sotajodiy       IV_0hAnn        implore;beg
